data has 418352 characters, 256 unique.
number of parameters: 3323392
data has 418351 characters, 256 unique.
  0%|          | 0/23 [00:00<?, ?it/s]
epoch 160 iter 20: train loss 1.43803. lr 6.121329e-04:  91%|█████████▏| 21/23 [00:02<00:00,  9.14it/s]
epoch 160 iter 21: train loss 1.46483. lr 6.109002e-04:  91%|█████████▏| 21/23 [00:02<00:00,  9.14it/s]
epoch 160 iter 21: train loss 1.46483. lr 6.109002e-04:  96%|█████████▌| 22/23 [00:02<00:00,  9.13it/s]
epoch 160 iter 22: train loss 1.44965. lr 6.097359e-04:  96%|█████████▌| 22/23 [00:02<00:00,  9.13it/s]
epoch 160 iter 22: train loss 1.44965. lr 6.097359e-04: 100%|██████████| 23/23 [00:02<00:00,  9.19it/s]
epoch 160 iter 22: train loss 1.44965. lr 6.097359e-04: 100%|██████████| 23/23 [00:02<00:00,  8.77it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 161 iter 0: train loss 1.43227. lr 6.085053e-04:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 161 iter 0: train loss 1.43227. lr 6.085053e-04:   4%|▍         | 1/23 [00:00<00:03,  6.95it/s]
epoch 161 iter 1: train loss 1.38772. lr 6.072758e-04:   4%|▍         | 1/23 [00:00<00:03,  6.95it/s]
epoch 161 iter 1: train loss 1.38772. lr 6.072758e-04:   9%|▊         | 2/23 [00:00<00:02,  7.72it/s]
epoch 161 iter 2: train loss 1.39236. lr 6.060474e-04:   9%|▊         | 2/23 [00:00<00:02,  7.72it/s]
epoch 161 iter 2: train loss 1.39236. lr 6.060474e-04:  13%|█▎        | 3/23 [00:00<00:02,  7.99it/s]
epoch 161 iter 3: train loss 1.34556. lr 6.048201e-04:  13%|█▎        | 3/23 [00:00<00:02,  7.99it/s]
epoch 161 iter 3: train loss 1.34556. lr 6.048201e-04:  17%|█▋        | 4/23 [00:00<00:02,  8.07it/s]
epoch 161 iter 4: train loss 1.44299. lr 6.035940e-04:  17%|█▋        | 4/23 [00:00<00:02,  8.07it/s]
epoch 161 iter 4: train loss 1.44299. lr 6.035940e-04:  22%|██▏       | 5/23 [00:00<00:02,  8.26it/s]
epoch 161 iter 5: train loss 1.47371. lr 6.023689e-04:  22%|██▏       | 5/23 [00:00<00:02,  8.26it/s]
epoch 161 iter 5: train loss 1.47371. lr 6.023689e-04:  26%|██▌       | 6/23 [00:00<00:02,  8.42it/s]
epoch 161 iter 6: train loss 1.43033. lr 6.011449e-04:  26%|██▌       | 6/23 [00:00<00:02,  8.42it/s]
epoch 161 iter 6: train loss 1.43033. lr 6.011449e-04:  30%|███       | 7/23 [00:00<00:01,  8.47it/s]
epoch 161 iter 7: train loss 1.40106. lr 6.000000e-04:  30%|███       | 7/23 [00:00<00:01,  8.47it/s]
epoch 161 iter 7: train loss 1.40106. lr 6.000000e-04:  35%|███▍      | 8/23 [00:00<00:01,  8.47it/s]
epoch 161 iter 8: train loss 1.42870. lr 6.000000e-04:  35%|███▍      | 8/23 [00:01<00:01,  8.47it/s]
epoch 161 iter 8: train loss 1.42870. lr 6.000000e-04:  39%|███▉      | 9/23 [00:01<00:01,  8.51it/s]
epoch 161 iter 9: train loss 1.42137. lr 6.000000e-04:  39%|███▉      | 9/23 [00:01<00:01,  8.51it/s]
epoch 161 iter 9: train loss 1.42137. lr 6.000000e-04:  43%|████▎     | 10/23 [00:01<00:01,  8.49it/s]
epoch 161 iter 10: train loss 1.39329. lr 6.000000e-04:  43%|████▎     | 10/23 [00:01<00:01,  8.49it/s]
epoch 161 iter 10: train loss 1.39329. lr 6.000000e-04:  48%|████▊     | 11/23 [00:01<00:01,  8.48it/s]
epoch 161 iter 11: train loss 1.34618. lr 6.000000e-04:  48%|████▊     | 11/23 [00:01<00:01,  8.48it/s]
epoch 161 iter 11: train loss 1.34618. lr 6.000000e-04:  52%|█████▏    | 12/23 [00:01<00:01,  8.49it/s]
epoch 161 iter 12: train loss 1.44024. lr 6.000000e-04:  52%|█████▏    | 12/23 [00:01<00:01,  8.49it/s]
epoch 161 iter 12: train loss 1.44024. lr 6.000000e-04:  57%|█████▋    | 13/23 [00:01<00:01,  8.48it/s]
epoch 161 iter 13: train loss 1.47206. lr 6.000000e-04:  57%|█████▋    | 13/23 [00:01<00:01,  8.48it/s]
epoch 161 iter 13: train loss 1.47206. lr 6.000000e-04:  61%|██████    | 14/23 [00:01<00:01,  8.47it/s]
epoch 161 iter 14: train loss 1.40266. lr 6.000000e-04:  61%|██████    | 14/23 [00:01<00:01,  8.47it/s]
epoch 161 iter 14: train loss 1.40266. lr 6.000000e-04:  65%|██████▌   | 15/23 [00:01<00:00,  8.46it/s]
epoch 161 iter 15: train loss 1.43461. lr 6.000000e-04:  65%|██████▌   | 15/23 [00:01<00:00,  8.46it/s]
epoch 161 iter 15: train loss 1.43461. lr 6.000000e-04:  70%|██████▉   | 16/23 [00:01<00:00,  8.48it/s]
epoch 161 iter 16: train loss 1.39783. lr 6.000000e-04:  70%|██████▉   | 16/23 [00:02<00:00,  8.48it/s]
epoch 161 iter 16: train loss 1.39783. lr 6.000000e-04:  74%|███████▍  | 17/23 [00:02<00:00,  8.48it/s]
epoch 161 iter 17: train loss 1.40719. lr 6.000000e-04:  74%|███████▍  | 17/23 [00:02<00:00,  8.48it/s]
epoch 161 iter 17: train loss 1.40719. lr 6.000000e-04:  78%|███████▊  | 18/23 [00:02<00:00,  8.49it/s]
epoch 161 iter 18: train loss 1.39146. lr 6.000000e-04:  78%|███████▊  | 18/23 [00:02<00:00,  8.49it/s]
epoch 161 iter 18: train loss 1.39146. lr 6.000000e-04:  83%|████████▎ | 19/23 [00:02<00:00,  8.47it/s]
epoch 161 iter 19: train loss 1.42320. lr 6.000000e-04:  83%|████████▎ | 19/23 [00:02<00:00,  8.47it/s]
epoch 161 iter 19: train loss 1.42320. lr 6.000000e-04:  87%|████████▋ | 20/23 [00:02<00:00,  8.47it/s]
epoch 161 iter 20: train loss 1.45766. lr 6.000000e-04:  87%|████████▋ | 20/23 [00:02<00:00,  8.47it/s]
epoch 161 iter 20: train loss 1.45766. lr 6.000000e-04:  91%|█████████▏| 21/23 [00:02<00:00,  8.47it/s]
epoch 161 iter 21: train loss 1.43585. lr 6.000000e-04:  91%|█████████▏| 21/23 [00:02<00:00,  8.47it/s]
epoch 161 iter 21: train loss 1.43585. lr 6.000000e-04:  96%|█████████▌| 22/23 [00:02<00:00,  8.48it/s]
epoch 161 iter 22: train loss 1.41644. lr 6.000000e-04:  96%|█████████▌| 22/23 [00:02<00:00,  8.48it/s]
epoch 161 iter 22: train loss 1.41644. lr 6.000000e-04: 100%|██████████| 23/23 [00:02<00:00,  8.56it/s]
epoch 161 iter 22: train loss 1.41644. lr 6.000000e-04: 100%|██████████| 23/23 [00:02<00:00,  8.27it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 162 iter 0: train loss 1.39168. lr 6.000000e-04:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 162 iter 0: train loss 1.39168. lr 6.000000e-04:   4%|▍         | 1/23 [00:00<00:02,  7.64it/s]
epoch 162 iter 1: train loss 1.39714. lr 6.000000e-04:   4%|▍         | 1/23 [00:00<00:02,  7.64it/s]
epoch 162 iter 1: train loss 1.39714. lr 6.000000e-04:   9%|▊         | 2/23 [00:00<00:02,  8.62it/s]
epoch 162 iter 2: train loss 1.40016. lr 6.000000e-04:   9%|▊         | 2/23 [00:00<00:02,  8.62it/s]
epoch 162 iter 2: train loss 1.40016. lr 6.000000e-04:  13%|█▎        | 3/23 [00:00<00:02,  9.14it/s]
epoch 162 iter 3: train loss 1.40151. lr 6.000000e-04:  13%|█▎        | 3/23 [00:00<00:02,  9.14it/s]
epoch 162 iter 3: train loss 1.40151. lr 6.000000e-04:  17%|█▋        | 4/23 [00:00<00:02,  9.32it/s]
epoch 162 iter 4: train loss 1.42308. lr 6.000000e-04:  17%|█▋        | 4/23 [00:00<00:02,  9.32it/s]
epoch 162 iter 4: train loss 1.42308. lr 6.000000e-04:  22%|██▏       | 5/23 [00:00<00:01,  9.46it/s]
epoch 162 iter 5: train loss 1.47520. lr 6.000000e-04:  22%|██▏       | 5/23 [00:00<00:01,  9.46it/s]
epoch 162 iter 5: train loss 1.47520. lr 6.000000e-04:  26%|██▌       | 6/23 [00:00<00:01,  9.40it/s]
epoch 162 iter 6: train loss 1.44446. lr 6.000000e-04:  26%|██▌       | 6/23 [00:00<00:01,  9.40it/s]
epoch 162 iter 6: train loss 1.44446. lr 6.000000e-04:  30%|███       | 7/23 [00:00<00:01,  9.33it/s]
epoch 162 iter 7: train loss 1.41441. lr 6.000000e-04:  30%|███       | 7/23 [00:00<00:01,  9.33it/s]
epoch 162 iter 7: train loss 1.41441. lr 6.000000e-04:  35%|███▍      | 8/23 [00:00<00:01,  9.23it/s]
epoch 162 iter 8: train loss 1.45465. lr 6.000000e-04:  35%|███▍      | 8/23 [00:00<00:01,  9.23it/s]
epoch 162 iter 8: train loss 1.45465. lr 6.000000e-04:  39%|███▉      | 9/23 [00:00<00:01,  9.05it/s]
epoch 162 iter 9: train loss 1.37568. lr 6.000000e-04:  39%|███▉      | 9/23 [00:01<00:01,  9.05it/s]
epoch 162 iter 9: train loss 1.37568. lr 6.000000e-04:  43%|████▎     | 10/23 [00:01<00:01,  8.90it/s]
epoch 162 iter 10: train loss 1.41120. lr 6.000000e-04:  43%|████▎     | 10/23 [00:01<00:01,  8.90it/s]
epoch 162 iter 10: train loss 1.41120. lr 6.000000e-04:  48%|████▊     | 11/23 [00:01<00:01,  8.77it/s]
epoch 162 iter 11: train loss 1.41981. lr 6.000000e-04:  48%|████▊     | 11/23 [00:01<00:01,  8.77it/s]
epoch 162 iter 11: train loss 1.41981. lr 6.000000e-04:  52%|█████▏    | 12/23 [00:01<00:01,  8.70it/s]
epoch 162 iter 12: train loss 1.39435. lr 6.000000e-04:  52%|█████▏    | 12/23 [00:01<00:01,  8.70it/s]
epoch 162 iter 12: train loss 1.39435. lr 6.000000e-04:  57%|█████▋    | 13/23 [00:01<00:01,  8.64it/s]
epoch 162 iter 13: train loss 1.43040. lr 6.000000e-04:  57%|█████▋    | 13/23 [00:01<00:01,  8.64it/s]
epoch 162 iter 13: train loss 1.43040. lr 6.000000e-04:  61%|██████    | 14/23 [00:01<00:01,  8.60it/s]
epoch 162 iter 14: train loss 1.44973. lr 6.000000e-04:  61%|██████    | 14/23 [00:01<00:01,  8.60it/s]
epoch 162 iter 14: train loss 1.44973. lr 6.000000e-04:  65%|██████▌   | 15/23 [00:01<00:00,  8.58it/s]
epoch 162 iter 15: train loss 1.42506. lr 6.000000e-04:  65%|██████▌   | 15/23 [00:01<00:00,  8.58it/s]
epoch 162 iter 15: train loss 1.42506. lr 6.000000e-04:  70%|██████▉   | 16/23 [00:01<00:00,  8.55it/s]
epoch 162 iter 16: train loss 1.41730. lr 6.000000e-04:  70%|██████▉   | 16/23 [00:01<00:00,  8.55it/s]
epoch 162 iter 16: train loss 1.41730. lr 6.000000e-04:  74%|███████▍  | 17/23 [00:01<00:00,  8.53it/s]
epoch 162 iter 17: train loss 1.46135. lr 6.000000e-04:  74%|███████▍  | 17/23 [00:02<00:00,  8.53it/s]
epoch 162 iter 17: train loss 1.46135. lr 6.000000e-04:  78%|███████▊  | 18/23 [00:02<00:00,  8.52it/s]
epoch 162 iter 18: train loss 1.35250. lr 6.000000e-04:  78%|███████▊  | 18/23 [00:02<00:00,  8.52it/s]
epoch 162 iter 18: train loss 1.35250. lr 6.000000e-04:  83%|████████▎ | 19/23 [00:02<00:00,  8.51it/s]
epoch 162 iter 19: train loss 1.46435. lr 6.000000e-04:  83%|████████▎ | 19/23 [00:02<00:00,  8.51it/s]
epoch 162 iter 19: train loss 1.46435. lr 6.000000e-04:  87%|████████▋ | 20/23 [00:02<00:00,  8.52it/s]
epoch 162 iter 20: train loss 1.44404. lr 6.000000e-04:  87%|████████▋ | 20/23 [00:02<00:00,  8.52it/s]
epoch 162 iter 20: train loss 1.44404. lr 6.000000e-04:  91%|█████████▏| 21/23 [00:02<00:00,  8.53it/s]
epoch 162 iter 21: train loss 1.41470. lr 6.000000e-04:  91%|█████████▏| 21/23 [00:02<00:00,  8.53it/s]
epoch 162 iter 21: train loss 1.41470. lr 6.000000e-04:  96%|█████████▌| 22/23 [00:02<00:00,  8.51it/s]
epoch 162 iter 22: train loss 1.40029. lr 6.000000e-04:  96%|█████████▌| 22/23 [00:02<00:00,  8.51it/s]
epoch 162 iter 22: train loss 1.40029. lr 6.000000e-04: 100%|██████████| 23/23 [00:02<00:00,  8.58it/s]
epoch 162 iter 22: train loss 1.40029. lr 6.000000e-04: 100%|██████████| 23/23 [00:02<00:00,  8.63it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 163 iter 0: train loss 1.41132. lr 6.000000e-04:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 163 iter 0: train loss 1.41132. lr 6.000000e-04:   4%|▍         | 1/23 [00:00<00:03,  7.10it/s]
epoch 163 iter 1: train loss 1.40530. lr 6.000000e-04:   4%|▍         | 1/23 [00:00<00:03,  7.10it/s]
epoch 163 iter 1: train loss 1.40530. lr 6.000000e-04:   9%|▊         | 2/23 [00:00<00:02,  8.31it/s]
epoch 163 iter 2: train loss 1.31846. lr 6.000000e-04:   9%|▊         | 2/23 [00:00<00:02,  8.31it/s]
epoch 163 iter 2: train loss 1.31846. lr 6.000000e-04:  13%|█▎        | 3/23 [00:00<00:02,  8.45it/s]
epoch 163 iter 3: train loss 1.38279. lr 6.000000e-04:  13%|█▎        | 3/23 [00:00<00:02,  8.45it/s]
epoch 163 iter 3: train loss 1.38279. lr 6.000000e-04:  17%|█▋        | 4/23 [00:00<00:02,  8.40it/s]
epoch 163 iter 4: train loss 1.40830. lr 6.000000e-04:  17%|█▋        | 4/23 [00:00<00:02,  8.40it/s]
epoch 163 iter 4: train loss 1.40830. lr 6.000000e-04:  22%|██▏       | 5/23 [00:00<00:02,  8.47it/s]
epoch 163 iter 5: train loss 1.44940. lr 6.000000e-04:  22%|██▏       | 5/23 [00:00<00:02,  8.47it/s]
epoch 163 iter 5: train loss 1.44940. lr 6.000000e-04:  26%|██▌       | 6/23 [00:00<00:01,  8.52it/s]
epoch 163 iter 6: train loss 1.40254. lr 6.000000e-04:  26%|██▌       | 6/23 [00:00<00:01,  8.52it/s]
epoch 163 iter 6: train loss 1.40254. lr 6.000000e-04:  30%|███       | 7/23 [00:00<00:01,  8.55it/s]
epoch 163 iter 7: train loss 1.43591. lr 6.000000e-04:  30%|███       | 7/23 [00:00<00:01,  8.55it/s]
epoch 163 iter 7: train loss 1.43591. lr 6.000000e-04:  35%|███▍      | 8/23 [00:00<00:01,  8.53it/s]
epoch 163 iter 8: train loss 1.39021. lr 6.000000e-04:  35%|███▍      | 8/23 [00:01<00:01,  8.53it/s]
epoch 163 iter 8: train loss 1.39021. lr 6.000000e-04:  39%|███▉      | 9/23 [00:01<00:01,  8.56it/s]
epoch 163 iter 9: train loss 1.42488. lr 6.000000e-04:  39%|███▉      | 9/23 [00:01<00:01,  8.56it/s]
epoch 163 iter 9: train loss 1.42488. lr 6.000000e-04:  43%|████▎     | 10/23 [00:01<00:01,  8.54it/s]
epoch 163 iter 10: train loss 1.43573. lr 6.000000e-04:  43%|████▎     | 10/23 [00:01<00:01,  8.54it/s]
epoch 163 iter 10: train loss 1.43573. lr 6.000000e-04:  48%|████▊     | 11/23 [00:01<00:01,  8.52it/s]
epoch 163 iter 11: train loss 1.37919. lr 6.000000e-04:  48%|████▊     | 11/23 [00:01<00:01,  8.52it/s]
epoch 163 iter 11: train loss 1.37919. lr 6.000000e-04:  52%|█████▏    | 12/23 [00:01<00:01,  8.52it/s]
epoch 163 iter 12: train loss 1.37230. lr 6.000000e-04:  52%|█████▏    | 12/23 [00:01<00:01,  8.52it/s]
epoch 163 iter 12: train loss 1.37230. lr 6.000000e-04:  57%|█████▋    | 13/23 [00:01<00:01,  8.51it/s]
epoch 163 iter 13: train loss 1.42055. lr 6.000000e-04:  57%|█████▋    | 13/23 [00:01<00:01,  8.51it/s]
epoch 163 iter 13: train loss 1.42055. lr 6.000000e-04:  61%|██████    | 14/23 [00:01<00:01,  8.68it/s]
epoch 163 iter 14: train loss 1.44623. lr 6.000000e-04:  61%|██████    | 14/23 [00:01<00:01,  8.68it/s]
epoch 163 iter 14: train loss 1.44623. lr 6.000000e-04:  65%|██████▌   | 15/23 [00:01<00:00,  8.82it/s]
epoch 163 iter 15: train loss 1.47577. lr 6.000000e-04:  65%|██████▌   | 15/23 [00:01<00:00,  8.82it/s]
epoch 163 iter 15: train loss 1.47577. lr 6.000000e-04:  70%|██████▉   | 16/23 [00:01<00:00,  8.93it/s]
epoch 163 iter 16: train loss 1.38723. lr 6.000000e-04:  70%|██████▉   | 16/23 [00:01<00:00,  8.93it/s]
epoch 163 iter 16: train loss 1.38723. lr 6.000000e-04:  74%|███████▍  | 17/23 [00:01<00:00,  9.01it/s]
epoch 163 iter 17: train loss 1.42432. lr 6.000000e-04:  74%|███████▍  | 17/23 [00:02<00:00,  9.01it/s]
epoch 163 iter 17: train loss 1.42432. lr 6.000000e-04:  78%|███████▊  | 18/23 [00:02<00:00,  9.05it/s]
epoch 163 iter 18: train loss 1.43787. lr 6.000000e-04:  78%|███████▊  | 18/23 [00:02<00:00,  9.05it/s]
epoch 163 iter 18: train loss 1.43787. lr 6.000000e-04:  83%|████████▎ | 19/23 [00:02<00:00,  9.09it/s]
epoch 163 iter 19: train loss 1.33646. lr 6.000000e-04:  83%|████████▎ | 19/23 [00:02<00:00,  9.09it/s]
epoch 163 iter 19: train loss 1.33646. lr 6.000000e-04:  87%|████████▋ | 20/23 [00:02<00:00,  9.12it/s]
epoch 163 iter 20: train loss 1.44089. lr 6.000000e-04:  87%|████████▋ | 20/23 [00:02<00:00,  9.12it/s]
epoch 163 iter 20: train loss 1.44089. lr 6.000000e-04:  91%|█████████▏| 21/23 [00:02<00:00,  8.89it/s]
epoch 163 iter 21: train loss 1.44416. lr 6.000000e-04:  91%|█████████▏| 21/23 [00:02<00:00,  8.89it/s]
epoch 163 iter 21: train loss 1.44416. lr 6.000000e-04:  96%|█████████▌| 22/23 [00:02<00:00,  8.79it/s]
epoch 163 iter 22: train loss 1.42485. lr 6.000000e-04:  96%|█████████▌| 22/23 [00:02<00:00,  8.79it/s]
epoch 163 iter 22: train loss 1.42485. lr 6.000000e-04: 100%|██████████| 23/23 [00:02<00:00,  8.82it/s]
epoch 163 iter 22: train loss 1.42485. lr 6.000000e-04: 100%|██████████| 23/23 [00:02<00:00,  8.55it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 164 iter 0: train loss 1.43154. lr 6.000000e-04:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 164 iter 0: train loss 1.43154. lr 6.000000e-04:   4%|▍         | 1/23 [00:00<00:03,  6.98it/s]
epoch 164 iter 1: train loss 1.43164. lr 6.000000e-04:   4%|▍         | 1/23 [00:00<00:03,  6.98it/s]
epoch 164 iter 1: train loss 1.43164. lr 6.000000e-04:   9%|▊         | 2/23 [00:00<00:02,  7.76it/s]
epoch 164 iter 2: train loss 1.43061. lr 6.000000e-04:   9%|▊         | 2/23 [00:00<00:02,  7.76it/s]
epoch 164 iter 2: train loss 1.43061. lr 6.000000e-04:  13%|█▎        | 3/23 [00:00<00:02,  8.09it/s]
epoch 164 iter 3: train loss 1.44600. lr 6.000000e-04:  13%|█▎        | 3/23 [00:00<00:02,  8.09it/s]
epoch 164 iter 3: train loss 1.44600. lr 6.000000e-04:  17%|█▋        | 4/23 [00:00<00:02,  8.15it/s]
epoch 164 iter 4: train loss 1.41379. lr 6.000000e-04:  17%|█▋        | 4/23 [00:00<00:02,  8.15it/s]
epoch 164 iter 4: train loss 1.41379. lr 6.000000e-04:  22%|██▏       | 5/23 [00:00<00:02,  8.28it/s]
epoch 164 iter 5: train loss 1.41406. lr 6.000000e-04:  22%|██▏       | 5/23 [00:00<00:02,  8.28it/s]
epoch 164 iter 5: train loss 1.41406. lr 6.000000e-04:  26%|██▌       | 6/23 [00:00<00:02,  8.37it/s]
epoch 164 iter 6: train loss 1.39830. lr 6.000000e-04:  26%|██▌       | 6/23 [00:00<00:02,  8.37it/s]
epoch 164 iter 6: train loss 1.39830. lr 6.000000e-04:  30%|███       | 7/23 [00:00<00:01,  8.42it/s]
epoch 164 iter 7: train loss 1.37742. lr 6.000000e-04:  30%|███       | 7/23 [00:00<00:01,  8.42it/s]
epoch 164 iter 7: train loss 1.37742. lr 6.000000e-04:  35%|███▍      | 8/23 [00:00<00:01,  8.46it/s]
epoch 164 iter 8: train loss 1.39022. lr 6.000000e-04:  35%|███▍      | 8/23 [00:01<00:01,  8.46it/s]
epoch 164 iter 8: train loss 1.39022. lr 6.000000e-04:  39%|███▉      | 9/23 [00:01<00:01,  8.49it/s]
epoch 164 iter 9: train loss 1.38549. lr 6.000000e-04:  39%|███▉      | 9/23 [00:01<00:01,  8.49it/s]
epoch 164 iter 9: train loss 1.38549. lr 6.000000e-04:  43%|████▎     | 10/23 [00:01<00:01,  8.47it/s]
epoch 164 iter 10: train loss 1.40016. lr 6.000000e-04:  43%|████▎     | 10/23 [00:01<00:01,  8.47it/s]
epoch 164 iter 10: train loss 1.40016. lr 6.000000e-04:  48%|████▊     | 11/23 [00:01<00:01,  8.61it/s]
epoch 164 iter 11: train loss 1.41599. lr 6.000000e-04:  48%|████▊     | 11/23 [00:01<00:01,  8.61it/s]
epoch 164 iter 11: train loss 1.41599. lr 6.000000e-04:  52%|█████▏    | 12/23 [00:01<00:01,  8.76it/s]
epoch 164 iter 12: train loss 1.45040. lr 6.000000e-04:  52%|█████▏    | 12/23 [00:01<00:01,  8.76it/s]
epoch 164 iter 12: train loss 1.45040. lr 6.000000e-04:  57%|█████▋    | 13/23 [00:01<00:01,  8.87it/s]
epoch 164 iter 13: train loss 1.44315. lr 6.000000e-04:  57%|█████▋    | 13/23 [00:01<00:01,  8.87it/s]
epoch 164 iter 13: train loss 1.44315. lr 6.000000e-04:  61%|██████    | 14/23 [00:01<00:01,  8.93it/s]
epoch 164 iter 14: train loss 1.39859. lr 6.000000e-04:  61%|██████    | 14/23 [00:01<00:01,  8.93it/s]
epoch 164 iter 14: train loss 1.39859. lr 6.000000e-04:  65%|██████▌   | 15/23 [00:01<00:00,  8.98it/s]
epoch 164 iter 15: train loss 1.43560. lr 6.000000e-04:  65%|██████▌   | 15/23 [00:01<00:00,  8.98it/s]
epoch 164 iter 15: train loss 1.43560. lr 6.000000e-04:  70%|██████▉   | 16/23 [00:01<00:00,  9.02it/s]
epoch 164 iter 16: train loss 1.41643. lr 6.000000e-04:  70%|██████▉   | 16/23 [00:01<00:00,  9.02it/s]
epoch 164 iter 16: train loss 1.41643. lr 6.000000e-04:  74%|███████▍  | 17/23 [00:01<00:00,  9.05it/s]
epoch 164 iter 17: train loss 1.38089. lr 6.000000e-04:  74%|███████▍  | 17/23 [00:02<00:00,  9.05it/s]
epoch 164 iter 17: train loss 1.38089. lr 6.000000e-04:  78%|███████▊  | 18/23 [00:02<00:00,  9.08it/s]
epoch 164 iter 18: train loss 1.39530. lr 6.000000e-04:  78%|███████▊  | 18/23 [00:02<00:00,  9.08it/s]
epoch 164 iter 18: train loss 1.39530. lr 6.000000e-04:  83%|████████▎ | 19/23 [00:02<00:00,  9.08it/s]
epoch 164 iter 19: train loss 1.41152. lr 6.000000e-04:  83%|████████▎ | 19/23 [00:02<00:00,  9.08it/s]
epoch 164 iter 19: train loss 1.41152. lr 6.000000e-04:  87%|████████▋ | 20/23 [00:02<00:00,  9.09it/s]
epoch 164 iter 20: train loss 1.40513. lr 6.000000e-04:  87%|████████▋ | 20/23 [00:02<00:00,  9.09it/s]
epoch 164 iter 20: train loss 1.40513. lr 6.000000e-04:  91%|█████████▏| 21/23 [00:02<00:00,  8.90it/s]
epoch 164 iter 21: train loss 1.42185. lr 6.000000e-04:  91%|█████████▏| 21/23 [00:02<00:00,  8.90it/s]
epoch 164 iter 21: train loss 1.42185. lr 6.000000e-04:  96%|█████████▌| 22/23 [00:02<00:00,  8.66it/s]
epoch 164 iter 22: train loss 1.41790. lr 6.000000e-04:  96%|█████████▌| 22/23 [00:02<00:00,  8.66it/s]
epoch 164 iter 22: train loss 1.41790. lr 6.000000e-04: 100%|██████████| 23/23 [00:02<00:00,  8.63it/s]
epoch 164 iter 22: train loss 1.41790. lr 6.000000e-04: 100%|██████████| 23/23 [00:02<00:00,  8.49it/s]

  0%|          | 0/23 [00:00<?, ?it/s]
epoch 165 iter 0: train loss 1.43284. lr 6.000000e-04:   0%|          | 0/23 [00:00<?, ?it/s]
epoch 165 iter 0: train loss 1.43284. lr 6.000000e-04:   4%|▍         | 1/23 [00:00<00:03,  7.14it/s]
epoch 165 iter 1: train loss 1.37759. lr 6.000000e-04:   4%|▍         | 1/23 [00:00<00:03,  7.14it/s]
epoch 165 iter 1: train loss 1.37759. lr 6.000000e-04:   9%|▊         | 2/23 [00:00<00:02,  8.27it/s]
epoch 165 iter 2: train loss 1.39198. lr 6.000000e-04:   9%|▊         | 2/23 [00:00<00:02,  8.27it/s]
epoch 165 iter 2: train loss 1.39198. lr 6.000000e-04:  13%|█▎        | 3/23 [00:00<00:02,  8.64it/s]
epoch 165 iter 3: train loss 1.36788. lr 6.000000e-04:  13%|█▎        | 3/23 [00:00<00:02,  8.64it/s]
epoch 165 iter 3: train loss 1.36788. lr 6.000000e-04:  17%|█▋        | 4/23 [00:00<00:02,  8.51it/s]
epoch 165 iter 4: train loss 1.40524. lr 6.000000e-04:  17%|█▋        | 4/23 [00:00<00:02,  8.51it/s]
epoch 165 iter 4: train loss 1.40524. lr 6.000000e-04:  22%|██▏       | 5/23 [00:00<00:02,  8.52it/s]
epoch 165 iter 5: train loss 1.45765. lr 6.000000e-04:  22%|██▏       | 5/23 [00:00<00:02,  8.52it/s]
epoch 165 iter 5: train loss 1.45765. lr 6.000000e-04:  26%|██▌       | 6/23 [00:00<00:01,  8.54it/s]
epoch 165 iter 6: train loss 1.44941. lr 6.000000e-04:  26%|██▌       | 6/23 [00:00<00:01,  8.54it/s]
epoch 165 iter 6: train loss 1.44941. lr 6.000000e-04:  30%|███       | 7/23 [00:00<00:01,  8.55it/s]
epoch 165 iter 7: train loss 1.42250. lr 6.000000e-04:  30%|███       | 7/23 [00:00<00:01,  8.55it/s]
epoch 165 iter 7: train loss 1.42250. lr 6.000000e-04:  35%|███▍      | 8/23 [00:00<00:01,  8.52it/s]
epoch 165 iter 8: train loss 1.38092. lr 6.000000e-04:  35%|███▍      | 8/23 [00:01<00:01,  8.52it/s]
epoch 165 iter 8: train loss 1.38092. lr 6.000000e-04:  39%|███▉      | 9/23 [00:01<00:01,  8.52it/s]
epoch 165 iter 9: train loss 1.37589. lr 6.000000e-04:  39%|███▉      | 9/23 [00:01<00:01,  8.52it/s]
epoch 165 iter 9: train loss 1.37589. lr 6.000000e-04:  43%|████▎     | 10/23 [00:01<00:01,  8.49it/s]
epoch 165 iter 10: train loss 1.39292. lr 6.000000e-04:  43%|████▎     | 10/23 [00:01<00:01,  8.49it/s]
epoch 165 iter 10: train loss 1.39292. lr 6.000000e-04:  48%|████▊     | 11/23 [00:01<00:01,  8.49it/s]
epoch 165 iter 11: train loss 1.41311. lr 6.000000e-04:  48%|████▊     | 11/23 [00:01<00:01,  8.49it/s]
epoch 165 iter 11: train loss 1.41311. lr 6.000000e-04:  52%|█████▏    | 12/23 [00:01<00:01,  8.49it/s]
epoch 165 iter 12: train loss 1.38929. lr 6.000000e-04:  52%|█████▏    | 12/23 [00:01<00:01,  8.49it/s]
